mes;cnae_classe;saldo
4;Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves;   -24
4;Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos;    47
4;Representantes comerciais e agentes do comércio de mercadorias em geral não especializado;  -161
4;Representantes comerciais e agentes do comércio de motocicletas, peças e acessórios;    -1
4;Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo;   -72
4;Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem;   -27
4;Representantes comerciais e agentes do comércio de veículos automotores;  -201
4;Representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente;   -34
4;Reprodução de materiais gravados em qualquer suporte;   -31
4;Resseguros;     5
4;Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas;-29433
4;Securitização de créditos;   -28
4;Seguros de vida;   -21
4;Seguros não-vida;    28
4;Seguros-saúde;    26
4;Seleção e agenciamento de mão-de-obra;  -746
4;Serviços ambulantes de alimentação;  -150
4;Serviços combinados de escritório e apoio administrativo; -2349
4;Serviços combinados para apoio a edifícios, exceto condomínios prediais; -1632
4;Serviços de acabamentos gráficos;  -206
4;Serviços de arquitetura;   -54
4;Serviços de assistência social sem alojamento; -1288
4;Serviços de catering, bufê e outros serviços de comida preparada; -7120
4;Serviços de engenharia; -1078
4;Serviços de pré-impressão;  -145
4;Serviços de preparação do terreno não especificados anteriormente;    -1
4;Serviços de remoção de pacientes, exceto os serviços móveis de atendimento a urgências;    34
4;Serviços de reservas e outros serviços de turismo não especificados anteriormente;  -128
4;Serviços de usinagem, solda, tratamento e revestimento em metais;  -739
4;Serviços domésticos;     0
4;Serviços especializados para construção não especificados anteriormente;  -812
4;Serviços móveis de atendimento a urgências;   -32
4;Sociedades de capitalização;     1
4;Sociedades de crédito ao microempreendedor;    -1
4;Sociedades de crédito, financiamento e investimento - financeiras;    14
4;Sociedades de fomento mercantil - factoring;   -56
4;Suporte técnico, manutenção e outros serviços em tecnologia da informação;  -592
4;Tecelagem de fios de algodão;  -103
4;Tecelagem de fios de fibras artificiais e sintéticas;  -566
4;Tecelagem de fios de fibras têxteis naturais, exceto algodão;   -19
4;Telecomunicações por fio;    11
4;Telecomunicações por satélite;     5
4;Telecomunicações sem fio;    17
4;Terminais rodoviários e ferroviários;  -125
4;Testes e análises técnicas;  -328
4;Torrefação e moagem de café;   -34
4;Transmissão de energia elétrica;    20
4;Transporte aéreo de carga;    -1
4;Transporte aéreo de passageiros não-regular;   -41
4;Transporte aéreo de passageiros regular;  -165
4;Transporte dutoviário;    -1
4;Transporte escolar;  -188
4;Transporte ferroviário de carga;    23
4;Transporte marítimo de cabotagem;     3
4;Transporte metroferroviário de passageiros;   -30
4;Transporte por navegação de travessia;    -1
4;Transporte por navegação interior de carga;     8
4;Transporte por navegação interior de passageiros em linhas regulares;    -5
4;Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, interestadual e internacional; -2438
4;Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal e em região metropolitana; -1402
4;Transporte rodoviário coletivo de passageiros, sob regime de fretamento, e outros transportes rodoviários não especificados anteriormente; -1266
4;Transporte rodoviário de carga; -1746
4;Transporte rodoviário de táxi;  -168
4;Transportes aquaviários não especificados anteriormente;    -8
4;Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet;  -473
4;Tratamento e disposição de resíduos não-perigosos;   -37
4;Tratamento e disposição de resíduos perigosos;   -19
4;Trens turísticos, teleféricos e similares;   -10
5;Abate de reses, exceto suínos;   186
5;Abate de suínos, aves e outros pequenos animais;   198
5;Acabamentos em fios, tecidos e artefatos têxteis;  -362
5;Administração de bolsas e mercados de balcão organizados;    13
5;Administração de cartões de crédito;    13
5;Administração de consórcios para aquisição de bens e direitos;   -64
5;Administração pública em geral;   -55
5;Agenciamento de espaços para publicidade, exceto em veículos de comunicação;   -30
5;Agências de fomento;     1
5;Agências de notícias;    -9
5;Agências de publicidade;  -321
5;Agências de viagens;  -922
5;Aluguel de equipamentos recreativos e esportivos;   -33
5;Aluguel de fitas de vídeo, DVDs e similares;   -22
5;Aluguel de máquinas e equipamentos agrícolas sem operador;  -180
5;Aluguel de máquinas e equipamentos não especificados anteriormente;  -409
5;Aluguel de máquinas e equipamentos para construção sem operador;   -95
5;Aluguel de máquinas e equipamentos para escritório;  -114
5;Aluguel de objetos do vestuário, jóias e acessórios;   -47
5;Aluguel de objetos pessoais e domésticos não especificados anteriormente;  -164
5;Aparelhamento e outros trabalhos em pedras;   -82
5;Aqüicultura em água doce;    -8
5;Aqüicultura em água salgada e salobra;    -2
5;Armazenamento;   234
5;Arrendamento mercantil;    -1
5;Artes cênicas, espetáculos e atividades complementares;  -100
5;Atividades associativas não especificadas anteriormente;  -108
5;Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente;   -26
5;Atividades auxiliares dos serviços financeiros não especificadas anteriormente;  -243
5;Atividades auxiliares dos transportes aéreos;  -726
5;Atividades auxiliares dos transportes aquaviários não especificadas anteriormente;     1
5;Atividades auxiliares dos transportes terrestres não especificadas anteriormente;  -101
5;Atividades de administração de fundos por contrato ou comissão;     5
5;Atividades de agenciamento marítimo;   -35
5;Atividades de apoio à agricultura;  3627
5;Atividades de apoio à educação;    -2
5;Atividades de apoio à extração de minerais, exceto petróleo e gás natural;    -2
5;Atividades de apoio à extração de petróleo e gás natural;    -9
5;Atividades de apoio à gestão de saúde;   537
5;Atividades de apoio à pecuária;    21
5;Atividades de apoio à produção florestal;   -10
5;Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes prestadas em residências coletivas e particulares;    95
5;Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química;    -3
5;Atividades de assistência social prestadas em residências coletivas e particulares;    30
5;Atividades de associações de defesa de direitos sociais; -1479
5;Atividades de atenção à saúde humana não especificadas anteriormente;   491
5;Atividades de atenção ambulatorial executadas por médicos e odontólogos; -1055
5;Atividades de atendimento hospitalar;  1041
5;Atividades de bibliotecas e arquivos;    -2
5;Atividades de cobrança e informações cadastrais;  -240
5;Atividades de condicionamento físico;  -595
5;Atividades de consultoria em gestão empresarial;  -504
5;Atividades de contabilidade, consultoria e auditoria contábil e tributária;  -948
5;Atividades de Correio;  -234
5;Atividades de ensino não especificadas anteriormente; -1644
5;Atividades de exibição cinematográfica;   -47
5;Atividades de fornecimento de infra-estrutura de apoio e assistência a paciente no domicílio;    80
5;Atividades de gravação de som e de edição de música;   -28
5;Atividades de intermediários em transações de títulos, valores mobiliários e mercadorias;    39
5;Atividades de investigação particular;     2
5;Atividades de jardins botânicos, zoológicos, parques nacionais, reservas ecológicas e áreas de proteção ambiental;    -5
5;Atividades de limpeza não especificadas anteriormente;  -106
5;Atividades de malote e de entrega;  -179
5;Atividades de monitoramento de sistemas de segurança;  -119
5;Atividades de museus e de exploração, restauração artística e conservação de lugares e prédios históricos e atrações similares;    -3
5;Atividades de organização de eventos, exceto culturais e esportivos;  -494
5;Atividades de organizações associativas ligadas à cultura e à arte;   -16
5;Atividades de organizações associativas patronais e empresariais;   -65
5;Atividades de organizações associativas profissionais;   -42
5;Atividades de organizações políticas;    -1
5;Atividades de organizações religiosas;  -385
5;Atividades de organizações sindicais;  -153
5;Atividades de pós-colheita;   -19
5;Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão;    -5
5;Atividades de produção cinematográfica, de vídeos e de programas de televisão;   -87
5;Atividades de profissionais da área de saúde, exceto médicos e odontólogos;   -48
5;Atividades de publicidade não especificadas anteriormente;  -305
5;Atividades de rádio;  -108
5;Atividades de recreação e lazer não especificadas anteriormente;  -152
5;Atividades de serviços de complementação diagnóstica e terapêutica;  -891
5;Atividades de serviços pessoais não especificadas anteriormente;   -35
5;Atividades de serviços prestados principalmente às empresas não especificadas anteriormente; -1707
5;Atividades de teleatendimento;  2289
5;Atividades de televisão aberta;   -61
5;Atividades de transporte de valores;  -133
5;Atividades de vigilância e segurança privada;  -804
5;Atividades esportivas não especificadas anteriormente;   -48
5;Atividades fotográficas e similares;  -147
5;Atividades funerárias e serviços relacionados;   -49
5;Atividades imobiliárias de imóveis próprios;  -114
5;Atividades jurídicas, exceto cartórios;  -306
5;Atividades paisagísticas;  -169
5;Atividades profissionais, científicas e técnicas não especificadas anteriormente;  -355
5;Atividades relacionadas a esgoto, exceto a gestão de redes;   -11
5;Atividades relacionadas à organização do transporte de carga;  -579
5;Atividades técnicas relacionadas à arquitetura e engenharia;  -296
5;Atividades veterinárias;   -51
5;Avaliação de riscos e perdas;   -28
5;Bancos comerciais;    -8
5;Bancos de investimento;    -4
5;Bancos múltiplos, com carteira comercial;   195
5;Bancos múltiplos, sem carteira comercial;   -15
5;Beneficiamento de arroz e fabricação de produtos do arroz;     1
5;Cabeleireiros e outras atividades de tratamento de beleza;  -608
5;Caixas econômicas;    -4
5;Captação, tratamento e distribuição de água;   -41
5;Carga e descarga;   -99
5;Cartórios;  -444
5;Clubes sociais, esportivos e similares;  -509
5;Coleta de resíduos não-perigosos;  -284
5;Coleta de resíduos perigosos;    17
5;Comércio a varejo e por atacado de veículos automotores; -1944
5;Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja;  -109
5;"Comércio atacadista de artigos de escritório e de papelaria; livros, jornais e outras publicações";  -250
5;Comércio atacadista de artigos do vestuário e acessórios;  -104
5;Comércio atacadista de bebidas;  -309
5;Comércio atacadista de café em grão;    -8
5;Comércio atacadista de calçados e artigos de viagem;   -78
5;Comércio atacadista de carnes, produtos da carne e pescado;  -133
5;Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas;   -36
5;Comércio atacadista de cimento;    -6
5;Comércio atacadista de combustíveis sólidos, líquidos e gasosos, exceto gás natural e GLP;   -82
5;Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação;  -157
5;Comércio atacadista de computadores, periféricos e suprimentos de informática;  -105
5;Comércio atacadista de cosméticos, produtos de perfumaria e de higiene pessoal;  -654
5;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;    20
5;Comércio atacadista de energia elétrica;     6
5;Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente;  -456
5;Comércio atacadista de ferragens e ferramentas;   -92
5;Comércio atacadista de gás liqüefeito de petróleo (GLP);   -10
5;Comércio atacadista de hortifrutigranjeiros;  -289
5;Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico;  -160
5;Comércio atacadista de leite e laticínios;   -15
5;Comércio atacadista de madeira e produtos derivados;   -56
5;"Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças";   -76
5;"Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças";  -240
5;"Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente; partes e peças";  -160
5;"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças";     2
5;"Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças";   -54
5;"Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção; partes e peças";    -4
5;Comércio atacadista de material elétrico;  -132
5;Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários;   -22
5;Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios;  -185
5;Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários;   162
5;Comércio atacadista de papel e papelão em bruto e de embalagens;  -193
5;Comércio atacadista de produtos alimentícios em geral;   -18
5;Comércio atacadista de produtos do fumo;    -5
5;Comércio atacadista de produtos farmacêuticos para uso humano e veterinário;  -142
5;Comércio atacadista de produtos químicos e petroquímicos, exceto agroquímicos;   -50
5;Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção;  -100
5;Comércio atacadista de resíduos e sucatas;  -533
5;Comércio atacadista de soja;   -22
5;Comércio atacadista de tecidos, artefatos de tecidos e de armarinho;  -126
5;Comércio atacadista especializado de materiais de construção não especificados anteriormente e de materiais de construção em geral;  -173
5;Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente;  -325
5;Comércio atacadista especializado em produtos alimentícios não especificados anteriormente;   -81
5;Comércio de peças e acessórios para veículos automotores; -1983
5;Comércio por atacado e a varejo de motocicletas, peças e acessórios;  -219
5;Comércio varejista de artigos de óptica;  -261
5;Comércio varejista de artigos de uso doméstico não especificados anteriormente;  -294
5;Comércio varejista de artigos do vestuário e acessórios; -3077
5;Comércio varejista de artigos médicos e ortopédicos;  -104
5;Comércio varejista de artigos recreativos e esportivos;  -289
5;Comércio varejista de artigos usados;   -29
5;Comércio varejista de bebidas;  -225
5;Comércio varejista de calçados e artigos de viagem; -1118
5;Comércio varejista de carnes e pescados - açougues e peixarias;   -27
5;Comércio varejista de combustíveis para veículos automotores; -1764
5;Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal;  -635
5;Comércio varejista de discos, CDs, DVDs e fitas;    -5
5;Comércio varejista de ferragens, madeira e materiais de construção; -1884
5;Comércio varejista de gás liqüefeito de petróleo (GLP);   -38
5;Comércio varejista de hortifrutigranjeiros;   -52
5;Comércio varejista de jóias e relógios;  -163
5;Comércio varejista de livros, jornais, revistas e papelaria;  -609
5;Comércio varejista de lubrificantes;   -35
5;Comércio varejista de material elétrico;  -203
5;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados;  1374
5;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns;    -8
5;Comércio varejista de mercadorias em geral, sem predominância de produtos alimentícios;  -253
5;Comércio varejista de outros produtos novos não especificados anteriormente; -1803
5;"Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente; produtos do fumo";  -835
5;Comércio varejista de produtos de padaria, laticínio, doces, balas e semelhantes; -1795
5;Comércio varejista de produtos farmacêuticos para uso humano e veterinário;   167
5;Comércio varejista de tintas e materiais para pintura;  -130
5;Comércio varejista de vidros;  -151
5;Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo;  -303
5;Comércio varejista especializado de equipamentos de telefonia e comunicação;  -234
5;Comércio varejista especializado de equipamentos e suprimentos de informática;  -223
5;Comércio varejista especializado de instrumentos musicais e acessórios;   -27
5;Comércio varejista especializado de móveis, colchoaria e artigos de iluminação;  -767
5;Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação;  -116
5;Comércio varejista especializado de tecidos e artigos de cama, mesa e banho;  -432
5;Concessionárias de rodovias, pontes, túneis e serviços relacionados;   305
5;Condomínios prediais; -1061
5;Confecção de peças do vestuário, exceto roupas íntimas; -2690
5;Confecção de roupas íntimas;  -442
5;Confecção de roupas profissionais;     6
5;Construção de edifícios; -1988
5;Construção de embarcações e estruturas flutuantes;     0
5;Construção de embarcações para esporte e lazer;   -23
5;Construção de obras-de-arte especiais;  -255
5;Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas;   -93
5;Construção de redes de transportes por dutos, exceto para água e esgoto;   -44
5;Construção de rodovias e ferrovias;  -328
5;Consultoria em tecnologia da informação;  -234
5;Corretores e agentes de seguros, de planos de previdência complementar e de saúde;  -216
5;Crédito cooperativo;   -46
5;Criação artística;   -27
5;Criação de animais não especificados anteriormente;  -109
5;Criação de aves;   232
5;Criação de bovinos;   586
5;Criação de caprinos e ovinos;    -5
5;Criação de outros animais de grande porte;     2
5;Criação de suínos;   193
5;Cultivo de algodão herbáceo e de outras fibras de lavoura temporária;   -65
5;Cultivo de cacau;    12
5;Cultivo de café;  9577
5;Cultivo de cana-de-açúcar;   710
5;Cultivo de cereais;  -251
5;Cultivo de flores e plantas ornamentais;  -245
5;Cultivo de frutas de lavoura permanente, exceto laranja e uva;    -1
5;Cultivo de fumo;    -6
5;Cultivo de laranja;  4337
5;Cultivo de oleaginosas de lavoura temporária, exceto soja;   -53
5;Cultivo de plantas de lavoura permanente não especificadas anteriormente;   -50
5;Cultivo de plantas de lavoura temporária não especificadas anteriormente; -1365
5;Cultivo de soja;   106
5;Cultivo de uva;    57
5;Curtimento e outras preparações de couro;  -205
5;Demolição e preparação de canteiros de obras;   -17
5;Descontaminação e outros serviços de gestão de resíduos;    -1
5;Desdobramento de madeira;    -8
5;Desenvolvimento de programas de computador sob encomenda;  -309
5;Desenvolvimento e licenciamento de programas de computador customizáveis;   -45
5;Desenvolvimento e licenciamento de programas de computador não-customizáveis;  -143
5;Design e decoração de interiores;   -14
5;Distribuição cinematográfica, de vídeo e de programas de televisão;    -6
5;Distribuição de energia elétrica;   -74
5;Edição de cadastros, listas e outros produtos gráficos;   -25
5;Edição de jornais;   -31
5;Edição de livros;   -98
5;Edição de revistas;   -29
5;Edição integrada à impressão de cadastros, listas e outros produtos gráficos;  -129
5;Edição integrada à impressão de jornais;  -191
5;Edição integrada à impressão de livros;   -90
5;Edição integrada à impressão de revistas;   -18
5;Educação infantil - creche;  -200
5;Educação infantil - pré-escola;  -657
5;Educação profissional de nível técnico;  -149
5;Educação profissional de nível tecnológico;    -5
5;Educação superior - graduação;    50
5;Educação superior - graduação e pós-graduação;  -314
5;Educação superior - pós-graduação e extensão;  -337
5;Ensino de arte e cultura;   -46
5;Ensino de esportes;   -68
5;Ensino de idiomas;  -206
5;Ensino fundamental;  -763
5;Ensino médio;  -254
5;Envasamento e empacotamento sob contrato;  -159
5;Estacionamento de veículos; -1191
5;Extração de carvão mineral;    -2
5;Extração de gemas (pedras preciosas e semipreciosas);    -9
5;Extração de minerais metálicos não-ferrosos não especificados anteriormente;     0
5;Extração de minerais não-metálicos não especificados anteriormente;   -29
5;Extração de minerais para fabricação de adubos, fertilizantes e outros produtos químicos;     0
5;Extração de minério de alumínio;    -1
5;Extração de minério de metais preciosos;    17
5;Extração de pedra, areia e argila;   -44
5;Extração de petróleo e gás natural;    -3
5;Extração e refino de sal marinho e sal-gema;    -4
5;Fabricação de acessórios do vestuário, exceto para segurança e proteção;   -53
5;Fabricação de açúcar em bruto;  -899
5;Fabricação de açúcar refinado;    10
5;Fabricação de adesivos e selantes;   -68
5;Fabricação de aditivos de uso industrial;   -62
5;Fabricação de adubos e fertilizantes;    39
5;Fabricação de aeronaves;    -8
5;Fabricação de aguardentes e outras bebidas destiladas;   155
5;Fabricação de águas envasadas;   -83
5;Fabricação de álcool;  -108
5;Fabricação de alimentos e pratos prontos;   -54
5;Fabricação de alimentos para animais;    53
5;Fabricação de amidos e féculas de vegetais e de óleos de milho;   -27
5;Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo;   -34
5;Fabricação de aparelhos e equipamentos de ar condicionado;   -34
5;Fabricação de aparelhos e equipamentos de medida, teste e controle;  -136
5;Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica;   -92
5;Fabricação de aparelhos e equipamentos para instalações térmicas;   -11
5;Fabricação de aparelhos eletrodomésticos não especificados anteriormente;  -137
5;Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação;   -51
5;Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação;  -157
5;Fabricação de artefatos de borracha não especificados anteriormente;  -424
5;Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes;  -246
5;Fabricação de artefatos de cordoaria;     1
5;Fabricação de artefatos de couro não especificados anteriormente;   -67
5;Fabricação de artefatos de madeira, palha, cortiça, vime e material trançado não especificados anteriormente, exceto móveis;   -75
5;Fabricação de artefatos de material plástico não especificados anteriormente; -1615
5;Fabricação de artefatos de tanoaria e de embalagens de madeira;  -108
5;Fabricação de artefatos de tapeçaria;   -40
5;Fabricação de artefatos para pesca e esporte;   -43
5;Fabricação de artefatos têxteis para uso doméstico;  -391
5;Fabricação de artigos de cutelaria;    -8
5;Fabricação de artigos de metal para uso doméstico e pessoal;  -115
5;Fabricação de artigos de serralheria, exceto esquadrias;  -190
5;Fabricação de artigos de vidro;   -83
5;Fabricação de artigos do vestuário, produzidos em malharias e tricotagens, exceto meias;    -9
5;Fabricação de artigos para viagem, bolsas e semelhantes de qualquer material;  -151
5;Fabricação de automóveis, camionetas e utilitários;  -110
5;Fabricação de baterias e acumuladores para veículos automotores;   -13
5;Fabricação de bicicletas e triciclos não-motorizados;   -62
5;Fabricação de bijuterias e artefatos semelhantes;  -124
5;Fabricação de biocombustíveis, exceto álcool;    -6
5;Fabricação de biscoitos e bolachas;   -31
5;Fabricação de brinquedos e jogos recreativos;   -83
5;Fabricação de cabines, carrocerias e reboques para veículos automotores;  -369
5;Fabricação de cal e gesso;     2
5;Fabricação de calçados de couro; -2738
5;Fabricação de calçados de materiais não especificados anteriormente;  -331
5;Fabricação de calçados de material sintético;  -706
5;Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos;     8
5;Fabricação de caminhões e ônibus;   -24
5;Fabricação de cartolina e papel-cartão;    -4
5;Fabricação de catalisadores;     0
5;Fabricação de celulose e outras pastas para a fabricação de papel;     7
5;Fabricação de chapas e de embalagens de papelão ondulado;  -201
5;Fabricação de cimento;    -1
5;Fabricação de cloro e álcalis;     4
5;Fabricação de colchões;  -138
5;Fabricação de componentes eletrônicos;  -141
5;Fabricação de compressores;   -28
5;Fabricação de conservas de frutas;   -50
5;Fabricação de conservas de legumes e outros vegetais;   -21
5;Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal;  -475
5;Fabricação de cronômetros e relógios;   -15
5;Fabricação de defensivos agrícolas;   117
5;Fabricação de desinfestantes domissanitários;     4
5;Fabricação de elastômeros;    -2
5;Fabricação de embalagens de cartolina e papel-cartão;  -129
5;Fabricação de embalagens de material plástico;  -534
5;Fabricação de embalagens de papel;  -100
5;Fabricação de embalagens de vidro;   -14
5;Fabricação de embalagens metálicas;   -84
5;Fabricação de equipamento bélico pesado, armas de fogo e munições;     3
5;Fabricação de equipamentos de informática;  -118
5;Fabricação de equipamentos de transmissão para fins industriais;   -73
5;Fabricação de equipamentos de transporte não especificados anteriormente;    -7
5;Fabricação de equipamentos e acessórios para segurança e proteção pessoal e profissional;    92
5;Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente;  -109
5;Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos;    -6
5;Fabricação de equipamentos hidráulicos e pneumáticos, exceto válvulas;   -84
5;Fabricação de equipamentos para irrigação agrícola;     4
5;Fabricação de equipamentos transmissores de comunicação;   -21
5;Fabricação de escovas, pincéis e vassouras;   -11
5;Fabricação de especiarias, molhos, temperos e condimentos;   -36
5;Fabricação de esquadrias de metal;  -160
5;"Fabricação de estruturas de madeira e de artigos de carpintaria para 
construção";   -36
5;Fabricação de estruturas metálicas;  -104
5;Fabricação de explosivos;    -5
5;Fabricação de farinha de mandioca e derivados;    -4
5;Fabricação de farinha de milho e derivados, exceto óleos de milho;    -5
5;Fabricação de ferramentas;  -147
5;Fabricação de fibras artificiais e sintéticas;    -9
5;Fabricação de fios, cabos e condutores elétricos isolados;  -300
5;Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico;   -59
5;Fabricação de gases industriais;   -21
5;Fabricação de geradores, transformadores e motores elétricos;   -42
5;Fabricação de impermeabilizantes, solventes e produtos afins;   -13
5;Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos;  -284
5;Fabricação de instrumentos musicais;   -38
5;Fabricação de intermediários para fertilizantes;     1
5;Fabricação de intermediários para plastificantes, resinas e fibras;   -11
5;Fabricação de laminados planos e tubulares de material plástico;   -98
5;Fabricação de lâmpadas e outros equipamentos de iluminação;  -119
5;Fabricação de laticínios;   -19
5;Fabricação de linhas para costurar e bordar;   -18
5;Fabricação de locomotivas, vagões e outros materiais rodantes;     0
5;Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada;    -9
5;Fabricação de malte, cervejas e chopes;  -155
5;Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial;  -232
5;Fabricação de máquinas e equipamentos de uso geral não especificados anteriormente;  -425
5;Fabricação de máquinas e equipamentos para a agricultura e pecuária, exceto para irrigação;  -110
5;Fabricação de máquinas e equipamentos para a indústria do plástico;    -3
5;Fabricação de máquinas e equipamentos para a indústria têxtil;   -21
5;Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo;   -86
5;Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo;  -130
5;Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos;   -36
5;Fabricação de máquinas e equipamentos para as indústrias do vestuário, do couro e de calçados;   -14
5;Fabricação de máquinas e equipamentos para saneamento básico e ambiental;   -22
5;Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, exceto tratores;  -126
5;Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente;  -318
5;Fabricação de máquinas para a indústria metalúrgica, exceto máquinas-ferramenta;   -31
5;Fabricação de máquinas-ferramenta;  -238
5;Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas e pessoas;  -100
5;Fabricação de margarina e outras gorduras vegetais e de óleos não-comestíveis de animais;    -2
5;Fabricação de massas alimentícias;   -67
5;Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias;  -378
5;Fabricação de material elétrico para instalações em circuito de consumo;   -44
5;Fabricação de medicamentos para uso humano;   207
5;Fabricação de medicamentos para uso veterinário;   -18
5;Fabricação de meias;  -281
5;Fabricação de motocicletas;   -39
5;Fabricação de motores e turbinas, exceto para aviões e veículos rodoviários;   -81
5;Fabricação de móveis com predominância de madeira; -1018
5;Fabricação de móveis com predominância de metal;  -425
5;Fabricação de móveis de outros materiais, exceto madeira e metal;   -32
5;Fabricação de obras de caldeiraria pesada;   -62
5;Fabricação de óleos vegetais em bruto, exceto óleo de milho;   -23
5;Fabricação de óleos vegetais refinados, exceto óleo de milho;   -34
5;Fabricação de outras máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo;   -70
5;Fabricação de outros produtos têxteis não especificados anteriormente;  -498
5;Fabricação de papel;   -65
5;Fabricação de partes para calçados, de qualquer material;  -372
5;Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores;   -75
5;Fabricação de peças e acessórios para o sistema de freios de veículos automotores;   -97
5;Fabricação de peças e acessórios para o sistema motor de veículos automotores;  -531
5;Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores;   -20
5;Fabricação de peças e acessórios para veículos automotores não especificados anteriormente; -2415
5;Fabricação de peças e acessórios para veículos ferroviários;     0
5;Fabricação de periféricos para equipamentos de informática;  -119
5;Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores;    -3
5;Fabricação de pneumáticos e de câmaras-de-ar;    13
5;Fabricação de preparações farmacêuticas;    -2
5;Fabricação de produtos à base de café;    -1
5;Fabricação de produtos alimentícios não especificados anteriormente;  -594
5;Fabricação de produtos cerâmicos não-refratários não especificados anteriormente;  -174
5;Fabricação de produtos cerâmicos não-refratários para uso estrutural na construção;  -348
5;Fabricação de produtos cerâmicos refratários;   -36
5;Fabricação de produtos de carne;   -37
5;Fabricação de produtos de limpeza e polimento;   125
5;Fabricação de produtos de metal não especificados anteriormente;  -709
5;Fabricação de produtos de minerais não-metálicos não especificados anteriormente;  -143
5;Fabricação de produtos de panificação;  -346
5;Fabricação de produtos de papel para usos doméstico e higiênico-sanitário;   -16
5;Fabricação de produtos de papel, cartolina, papel-cartão e papelão ondulado para uso comercial e de escritório;  -227
5;Fabricação de produtos de pastas celulósicas, papel, cartolina, papel-cartão e papelão ondulado não especificados anteriormente;   -44
5;Fabricação de produtos de trefilados de metal;  -146
5;Fabricação de produtos derivados do cacau, de chocolates e confeitos;  -288
