mes;cnae_classe;regiao_administrativa;saldo
5;Fabricação de colchões;Campinas;    -5
5;Fabricação de colchões;Marília;    -1
5;Fabricação de colchões;Ribeirão Preto;    -3
5;Fabricação de colchões;São José do Rio Preto;    -6
5;Fabricação de colchões;São José dos Campos;    -1
5;Fabricação de colchões;São Paulo;   -55
5;Fabricação de colchões;Sorocaba;   -67
5;Fabricação de componentes eletrônicos;Bauru;    17
5;Fabricação de componentes eletrônicos;Campinas;   -29
5;Fabricação de componentes eletrônicos;Marília;    -3
5;Fabricação de componentes eletrônicos;Presidente Prudente;    -5
5;Fabricação de componentes eletrônicos;Ribeirão Preto;    -2
5;Fabricação de componentes eletrônicos;São José do Rio Preto;    -8
5;Fabricação de componentes eletrônicos;São José dos Campos;     5
5;Fabricação de componentes eletrônicos;São Paulo;  -115
5;Fabricação de componentes eletrônicos;Sorocaba;    -1
5;Fabricação de compressores;Campinas;    -1
5;Fabricação de compressores;Presidente Prudente;    -3
5;Fabricação de compressores;Região Administrativa Central;   -18
5;Fabricação de compressores;Ribeirão Preto;    -3
5;Fabricação de compressores;São Paulo;    -3
5;Fabricação de conservas de frutas;Araçatuba;    -1
5;Fabricação de conservas de frutas;Barretos;    -3
5;Fabricação de conservas de frutas;Bauru;   -24
5;Fabricação de conservas de frutas;Campinas;    -4
5;Fabricação de conservas de frutas;Franca;     2
5;Fabricação de conservas de frutas;Itapeva;     2
5;Fabricação de conservas de frutas;Marília;     3
5;Fabricação de conservas de frutas;Região Administrativa Central;    -5
5;Fabricação de conservas de frutas;Ribeirão Preto;   -22
5;Fabricação de conservas de frutas;São José do Rio Preto;     1
5;Fabricação de conservas de frutas;São José dos Campos;    -6
5;Fabricação de conservas de frutas;São Paulo;    10
5;Fabricação de conservas de frutas;Sorocaba;    -3
5;Fabricação de conservas de legumes e outros vegetais;Araçatuba;    -2
5;Fabricação de conservas de legumes e outros vegetais;Barretos;    -1
5;Fabricação de conservas de legumes e outros vegetais;Campinas;     5
5;Fabricação de conservas de legumes e outros vegetais;Itapeva;    -2
5;Fabricação de conservas de legumes e outros vegetais;Região Administrativa Central;    -7
5;Fabricação de conservas de legumes e outros vegetais;Registro;   -11
5;Fabricação de conservas de legumes e outros vegetais;Ribeirão Preto;     0
5;Fabricação de conservas de legumes e outros vegetais;São José do Rio Preto;    -2
5;Fabricação de conservas de legumes e outros vegetais;São Paulo;     0
5;Fabricação de conservas de legumes e outros vegetais;Sorocaba;    -1
5;Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal;Barretos;     1
5;Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal;Bauru;     1
5;Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal;Campinas;    14
5;Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal;Franca;   -12
5;Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal;Itapeva;     2
5;Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal;Marília;     1
5;Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal;Região Administrativa Central;     1
5;Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal;Ribeirão Preto;    -7
5;Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal;São José do Rio Preto;   -10
5;Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal;São José dos Campos;   -19
5;Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal;São Paulo;  -432
5;Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal;Sorocaba;   -15
5;Fabricação de cronômetros e relógios;Campinas;    -4
5;Fabricação de cronômetros e relógios;São Paulo;   -11
5;Fabricação de defensivos agrícolas;Barretos;     0
5;Fabricação de defensivos agrícolas;Campinas;    94
5;Fabricação de defensivos agrícolas;Franca;    -1
5;Fabricação de defensivos agrícolas;Ribeirão Preto;    10
5;Fabricação de defensivos agrícolas;Santos;     2
5;Fabricação de defensivos agrícolas;São José do Rio Preto;    -1
5;Fabricação de defensivos agrícolas;São José dos Campos;    -8
5;Fabricação de defensivos agrícolas;São Paulo;    17
5;Fabricação de defensivos agrícolas;Sorocaba;     4
5;Fabricação de desinfestantes domissanitários;Campinas;    -1
5;Fabricação de desinfestantes domissanitários;Marília;    -4
5;Fabricação de desinfestantes domissanitários;Ribeirão Preto;    -2
5;Fabricação de desinfestantes domissanitários;São Paulo;    12
5;Fabricação de desinfestantes domissanitários;Sorocaba;    -1
5;Fabricação de elastômeros;Campinas;     1
5;Fabricação de elastômeros;Ribeirão Preto;    -2
5;Fabricação de elastômeros;São Paulo;    -1
5;Fabricação de embalagens de cartolina e papel-cartão;Bauru;    -9
5;Fabricação de embalagens de cartolina e papel-cartão;Campinas;   -53
5;Fabricação de embalagens de cartolina e papel-cartão;Franca;    -4
5;Fabricação de embalagens de cartolina e papel-cartão;São Paulo;   -66
5;Fabricação de embalagens de cartolina e papel-cartão;Sorocaba;     3
5;Fabricação de embalagens de material plástico;Araçatuba;    -3
5;Fabricação de embalagens de material plástico;Barretos;    -8
5;Fabricação de embalagens de material plástico;Bauru;    73
5;Fabricação de embalagens de material plástico;Campinas;   -91
5;Fabricação de embalagens de material plástico;Franca;    -1
5;Fabricação de embalagens de material plástico;Marília;     8
5;Fabricação de embalagens de material plástico;Presidente Prudente;    -3
5;Fabricação de embalagens de material plástico;Região Administrativa Central;   -99
5;Fabricação de embalagens de material plástico;Registro;     1
5;Fabricação de embalagens de material plástico;Ribeirão Preto;    -3
5;Fabricação de embalagens de material plástico;Santos;    -1
5;Fabricação de embalagens de material plástico;São José do Rio Preto;   -15
5;Fabricação de embalagens de material plástico;São José dos Campos;    -6
5;Fabricação de embalagens de material plástico;São Paulo;  -359
5;Fabricação de embalagens de material plástico;Sorocaba;   -27
5;Fabricação de embalagens de papel;Araçatuba;    -5
5;Fabricação de embalagens de papel;Bauru;    -8
5;Fabricação de embalagens de papel;Campinas;    -7
5;Fabricação de embalagens de papel;Franca;   -33
5;Fabricação de embalagens de papel;Itapeva;     0
5;Fabricação de embalagens de papel;Presidente Prudente;     5
5;Fabricação de embalagens de papel;Região Administrativa Central;    -2
5;Fabricação de embalagens de papel;São José do Rio Preto;     6
5;Fabricação de embalagens de papel;São José dos Campos;     0
5;Fabricação de embalagens de papel;São Paulo;   -53
5;Fabricação de embalagens de papel;Sorocaba;    -3
5;Fabricação de embalagens de vidro;Campinas;    -3
5;Fabricação de embalagens de vidro;Região Administrativa Central;    -2
5;Fabricação de embalagens de vidro;São Paulo;    -9
5;Fabricação de embalagens metálicas;Campinas;   -13
5;Fabricação de embalagens metálicas;São José dos Campos;     1
5;Fabricação de embalagens metálicas;São Paulo;   -64
5;Fabricação de embalagens metálicas;Sorocaba;    -8
5;Fabricação de equipamento bélico pesado, armas de fogo e munições;São José dos Campos;   -28
5;Fabricação de equipamento bélico pesado, armas de fogo e munições;São Paulo;    31
5;Fabricação de equipamentos de informática;Campinas;  -106
5;Fabricação de equipamentos de informática;Ribeirão Preto;    -1
5;Fabricação de equipamentos de informática;São José do Rio Preto;    -1
5;Fabricação de equipamentos de informática;São José dos Campos;    -4
5;Fabricação de equipamentos de informática;São Paulo;    -6
5;Fabricação de equipamentos de transmissão para fins industriais;Campinas;   -15
5;Fabricação de equipamentos de transmissão para fins industriais;Franca;    -6
5;Fabricação de equipamentos de transmissão para fins industriais;Ribeirão Preto;   -49
5;Fabricação de equipamentos de transmissão para fins industriais;São José dos Campos;     1
5;Fabricação de equipamentos de transmissão para fins industriais;São Paulo;    -2
5;Fabricação de equipamentos de transmissão para fins industriais;Sorocaba;    -2
5;Fabricação de equipamentos de transporte não especificados anteriormente;Araçatuba;     0
5;Fabricação de equipamentos de transporte não especificados anteriormente;Campinas;    -6
5;Fabricação de equipamentos de transporte não especificados anteriormente;Região Administrativa Central;     1
5;Fabricação de equipamentos de transporte não especificados anteriormente;São Paulo;    -1
5;Fabricação de equipamentos de transporte não especificados anteriormente;Sorocaba;    -1
5;Fabricação de equipamentos e acessórios para segurança e proteção pessoal e profissional;Araçatuba;   -11
5;Fabricação de equipamentos e acessórios para segurança e proteção pessoal e profissional;Bauru;     3
5;Fabricação de equipamentos e acessórios para segurança e proteção pessoal e profissional;Campinas;    68
5;Fabricação de equipamentos e acessórios para segurança e proteção pessoal e profissional;Franca;     1
5;Fabricação de equipamentos e acessórios para segurança e proteção pessoal e profissional;Ribeirão Preto;    -3
5;Fabricação de equipamentos e acessórios para segurança e proteção pessoal e profissional;São José do Rio Preto;    -2
5;Fabricação de equipamentos e acessórios para segurança e proteção pessoal e profissional;São José dos Campos;     3
5;Fabricação de equipamentos e acessórios para segurança e proteção pessoal e profissional;São Paulo;    38
5;Fabricação de equipamentos e acessórios para segurança e proteção pessoal e profissional;Sorocaba;    -5
5;Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente;Araçatuba;    -1
5;Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente;Bauru;    -1
5;Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente;Campinas;   -16
5;Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente;Franca;    -2
5;Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente;Itapeva;    -5
5;Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente;Marília;     0
5;Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente;Presidente Prudente;   -17
5;Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente;Região Administrativa Central;    -1
5;Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente;Ribeirão Preto;    -5
5;Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente;São José do Rio Preto;    -1
5;Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente;São Paulo;   -62
5;Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente;Sorocaba;     2
5;Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos;Campinas;    -1
5;Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos;São Paulo;    -5
5;Fabricação de equipamentos hidráulicos e pneumáticos, exceto válvulas;Barretos;   -16
5;Fabricação de equipamentos hidráulicos e pneumáticos, exceto válvulas;Bauru;     2
5;Fabricação de equipamentos hidráulicos e pneumáticos, exceto válvulas;Campinas;   -28
5;Fabricação de equipamentos hidráulicos e pneumáticos, exceto válvulas;Franca;    -1
5;Fabricação de equipamentos hidráulicos e pneumáticos, exceto válvulas;Marília;    -1
5;Fabricação de equipamentos hidráulicos e pneumáticos, exceto válvulas;Região Administrativa Central;    -4
5;Fabricação de equipamentos hidráulicos e pneumáticos, exceto válvulas;Ribeirão Preto;   -15
5;Fabricação de equipamentos hidráulicos e pneumáticos, exceto válvulas;São José do Rio Preto;     1
5;Fabricação de equipamentos hidráulicos e pneumáticos, exceto válvulas;São José dos Campos;    -1
5;Fabricação de equipamentos hidráulicos e pneumáticos, exceto válvulas;São Paulo;   -22
5;Fabricação de equipamentos hidráulicos e pneumáticos, exceto válvulas;Sorocaba;     1
5;Fabricação de equipamentos para irrigação agrícola;Barretos;     1
5;Fabricação de equipamentos para irrigação agrícola;Campinas;     3
5;Fabricação de equipamentos para irrigação agrícola;Marília;    -1
5;Fabricação de equipamentos para irrigação agrícola;Região Administrativa Central;     0
5;Fabricação de equipamentos para irrigação agrícola;Ribeirão Preto;     0
5;Fabricação de equipamentos para irrigação agrícola;São José do Rio Preto;     0
5;Fabricação de equipamentos para irrigação agrícola;São Paulo;     0
5;Fabricação de equipamentos para irrigação agrícola;Sorocaba;     1
5;Fabricação de equipamentos transmissores de comunicação;Campinas;    -4
5;Fabricação de equipamentos transmissores de comunicação;Presidente Prudente;     1
5;Fabricação de equipamentos transmissores de comunicação;São José dos Campos;    -3
5;Fabricação de equipamentos transmissores de comunicação;São Paulo;    -6
5;Fabricação de equipamentos transmissores de comunicação;Sorocaba;    -9
5;Fabricação de escovas, pincéis e vassouras;Bauru;     2
5;Fabricação de escovas, pincéis e vassouras;Campinas;    -4
5;Fabricação de escovas, pincéis e vassouras;Franca;    -1
5;Fabricação de escovas, pincéis e vassouras;Região Administrativa Central;    -1
5;Fabricação de escovas, pincéis e vassouras;Ribeirão Preto;    -1
5;Fabricação de escovas, pincéis e vassouras;São Paulo;    -6
5;Fabricação de escovas, pincéis e vassouras;Sorocaba;     0
5;Fabricação de especiarias, molhos, temperos e condimentos;Araçatuba;    -1
5;Fabricação de especiarias, molhos, temperos e condimentos;Bauru;     1
5;Fabricação de especiarias, molhos, temperos e condimentos;Campinas;   -19
5;Fabricação de especiarias, molhos, temperos e condimentos;Franca;     0
5;Fabricação de especiarias, molhos, temperos e condimentos;Marília;    -4
5;Fabricação de especiarias, molhos, temperos e condimentos;Presidente Prudente;    -8
5;Fabricação de especiarias, molhos, temperos e condimentos;Região Administrativa Central;    -7
5;Fabricação de especiarias, molhos, temperos e condimentos;Ribeirão Preto;     4
5;Fabricação de especiarias, molhos, temperos e condimentos;São José do Rio Preto;    17
5;Fabricação de especiarias, molhos, temperos e condimentos;São José dos Campos;   -13
5;Fabricação de especiarias, molhos, temperos e condimentos;São Paulo;    -4
5;Fabricação de especiarias, molhos, temperos e condimentos;Sorocaba;    -2
5;Fabricação de esquadrias de metal;Araçatuba;    -5
5;Fabricação de esquadrias de metal;Barretos;    -2
5;Fabricação de esquadrias de metal;Bauru;   -10
5;Fabricação de esquadrias de metal;Campinas;   -24
5;Fabricação de esquadrias de metal;Franca;     3
5;Fabricação de esquadrias de metal;Itapeva;     0
5;Fabricação de esquadrias de metal;Marília;    -5
5;Fabricação de esquadrias de metal;Presidente Prudente;     1
5;Fabricação de esquadrias de metal;Região Administrativa Central;    -5
5;Fabricação de esquadrias de metal;Ribeirão Preto;    -8
5;Fabricação de esquadrias de metal;Santos;    -5
5;Fabricação de esquadrias de metal;São José do Rio Preto;   -35
5;Fabricação de esquadrias de metal;São José dos Campos;   -25
5;Fabricação de esquadrias de metal;São Paulo;   -53
5;Fabricação de esquadrias de metal;Sorocaba;    13
5;"Fabricação de estruturas de madeira e de artigos de carpintaria para 
construção";Bauru;    -3
5;"Fabricação de estruturas de madeira e de artigos de carpintaria para 
construção";Campinas;     0
5;"Fabricação de estruturas de madeira e de artigos de carpintaria para 
construção";Franca;    -1
5;"Fabricação de estruturas de madeira e de artigos de carpintaria para 
construção";Marília;    -5
5;"Fabricação de estruturas de madeira e de artigos de carpintaria para 
construção";Presidente Prudente;     1
5;"Fabricação de estruturas de madeira e de artigos de carpintaria para 
construção";Região Administrativa Central;   -14
5;"Fabricação de estruturas de madeira e de artigos de carpintaria para 
construção";Ribeirão Preto;     4
5;"Fabricação de estruturas de madeira e de artigos de carpintaria para 
construção";São José do Rio Preto;     2
5;"Fabricação de estruturas de madeira e de artigos de carpintaria para 
construção";São José dos Campos;     0
5;"Fabricação de estruturas de madeira e de artigos de carpintaria para 
construção";São Paulo;   -20
5;Fabricação de estruturas metálicas;Araçatuba;     1
5;Fabricação de estruturas metálicas;Barretos;    -4
5;Fabricação de estruturas metálicas;Bauru;     3
5;Fabricação de estruturas metálicas;Campinas;   -39
5;Fabricação de estruturas metálicas;Franca;    -3
5;Fabricação de estruturas metálicas;Marília;    -8
5;Fabricação de estruturas metálicas;Presidente Prudente;    -2
5;Fabricação de estruturas metálicas;Região Administrativa Central;    -3
5;Fabricação de estruturas metálicas;Ribeirão Preto;   -10
5;Fabricação de estruturas metálicas;São José do Rio Preto;    -7
5;Fabricação de estruturas metálicas;São José dos Campos;    12
5;Fabricação de estruturas metálicas;São Paulo;   -40
5;Fabricação de estruturas metálicas;Sorocaba;    -4
5;Fabricação de explosivos;São José dos Campos;    -5
5;Fabricação de farinha de mandioca e derivados;Campinas;    -3
5;Fabricação de farinha de mandioca e derivados;Marília;    -2
5;Fabricação de farinha de mandioca e derivados;Região Administrativa Central;     1
5;Fabricação de farinha de milho e derivados, exceto óleos de milho;Barretos;    -4
5;Fabricação de farinha de milho e derivados, exceto óleos de milho;Bauru;    -1
5;Fabricação de farinha de milho e derivados, exceto óleos de milho;Campinas;    -1
5;Fabricação de farinha de milho e derivados, exceto óleos de milho;Presidente Prudente;    -1
5;Fabricação de farinha de milho e derivados, exceto óleos de milho;São José dos Campos;     1
5;Fabricação de farinha de milho e derivados, exceto óleos de milho;São Paulo;    -2
5;Fabricação de farinha de milho e derivados, exceto óleos de milho;Sorocaba;     3
5;Fabricação de ferramentas;Barretos;    -2
5;Fabricação de ferramentas;Bauru;    -2
5;Fabricação de ferramentas;Campinas;   -66
5;Fabricação de ferramentas;Franca;    -6
5;Fabricação de ferramentas;Região Administrativa Central;    10
5;Fabricação de ferramentas;Ribeirão Preto;    -1
5;Fabricação de ferramentas;São José do Rio Preto;    -1
5;Fabricação de ferramentas;São José dos Campos;   -11
5;Fabricação de ferramentas;São Paulo;   -40
5;Fabricação de ferramentas;Sorocaba;   -28
5;Fabricação de fibras artificiais e sintéticas;Campinas;    -4
5;Fabricação de fibras artificiais e sintéticas;Região Administrativa Central;     3
5;Fabricação de fibras artificiais e sintéticas;São Paulo;    -7
5;Fabricação de fibras artificiais e sintéticas;Sorocaba;    -1
5;Fabricação de fios, cabos e condutores elétricos isolados;Bauru;     5
5;Fabricação de fios, cabos e condutores elétricos isolados;Campinas;   -51
5;Fabricação de fios, cabos e condutores elétricos isolados;Região Administrativa Central;     1
5;Fabricação de fios, cabos e condutores elétricos isolados;São José dos Campos;   -19
5;Fabricação de fios, cabos e condutores elétricos isolados;São Paulo;  -218
5;Fabricação de fios, cabos e condutores elétricos isolados;Sorocaba;   -18
5;Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico;Araçatuba;   -43
5;Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico;Campinas;    -8
5;Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico;Região Administrativa Central;    -7
5;Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico;São Paulo;    -1
5;Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico;Sorocaba;     0
5;Fabricação de gases industriais;Bauru;     1
5;Fabricação de gases industriais;Campinas;    -8
5;Fabricação de gases industriais;Região Administrativa Central;    -1
5;Fabricação de gases industriais;Ribeirão Preto;    -2
5;Fabricação de gases industriais;São José dos Campos;    -3
5;Fabricação de gases industriais;São Paulo;    -8
5;Fabricação de geradores, transformadores e motores elétricos;Araçatuba;    -2
5;Fabricação de geradores, transformadores e motores elétricos;Barretos;     7
5;Fabricação de geradores, transformadores e motores elétricos;Bauru;    -5
5;Fabricação de geradores, transformadores e motores elétricos;Campinas;     1
5;Fabricação de geradores, transformadores e motores elétricos;Franca;    -1
5;Fabricação de geradores, transformadores e motores elétricos;Marília;     1
5;Fabricação de geradores, transformadores e motores elétricos;Região Administrativa Central;     2
5;Fabricação de geradores, transformadores e motores elétricos;Ribeirão Preto;     1
5;Fabricação de geradores, transformadores e motores elétricos;São José do Rio Preto;    -3
5;Fabricação de geradores, transformadores e motores elétricos;São Paulo;   -43
5;Fabricação de geradores, transformadores e motores elétricos;Sorocaba;     0
5;Fabricação de impermeabilizantes, solventes e produtos afins;Bauru;    -1
5;Fabricação de impermeabilizantes, solventes e produtos afins;Campinas;     0
5;Fabricação de impermeabilizantes, solventes e produtos afins;São José dos Campos;    -4
5;Fabricação de impermeabilizantes, solventes e produtos afins;São Paulo;    -8
5;Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos;Araçatuba;     4
5;Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos;Barretos;    -2
5;Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos;Bauru;    -6
5;Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos;Campinas;   -63
5;Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos;Franca;    -3
5;Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos;Marília;   -12
5;Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos;Presidente Prudente;    -3
5;Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos;Região Administrativa Central;    34
5;Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos;Ribeirão Preto;    -3
5;Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos;São José do Rio Preto;    -4
5;Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos;São José dos Campos;    -4
5;Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos;São Paulo;  -214
5;Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos;Sorocaba;    -8
5;Fabricação de instrumentos musicais;Campinas;    -1
5;Fabricação de instrumentos musicais;Região Administrativa Central;    -1
5;Fabricação de instrumentos musicais;São Paulo;   -26
5;Fabricação de instrumentos musicais;Sorocaba;   -10
5;Fabricação de intermediários para fertilizantes;Campinas;    -1
5;Fabricação de intermediários para fertilizantes;São Paulo;     1
5;Fabricação de intermediários para fertilizantes;Sorocaba;     1
5;Fabricação de intermediários para plastificantes, resinas e fibras;Campinas;   -11
5;Fabricação de laminados planos e tubulares de material plástico;Araçatuba;     1
5;Fabricação de laminados planos e tubulares de material plástico;Bauru;    -2
5;Fabricação de laminados planos e tubulares de material plástico;Campinas;   -62
5;Fabricação de laminados planos e tubulares de material plástico;Marília;    -2
5;Fabricação de laminados planos e tubulares de material plástico;São José do Rio Preto;     1
5;Fabricação de laminados planos e tubulares de material plástico;São José dos Campos;   -11
5;Fabricação de laminados planos e tubulares de material plástico;São Paulo;   -19
5;Fabricação de laminados planos e tubulares de material plástico;Sorocaba;    -4
5;Fabricação de lâmpadas e outros equipamentos de iluminação;Campinas;   -39
5;Fabricação de lâmpadas e outros equipamentos de iluminação;Ribeirão Preto;     1
5;Fabricação de lâmpadas e outros equipamentos de iluminação;São José do Rio Preto;    -3
5;Fabricação de lâmpadas e outros equipamentos de iluminação;São Paulo;   -78
5;Fabricação de lâmpadas e outros equipamentos de iluminação;Sorocaba;     0
5;Fabricação de laticínios;Araçatuba;     6
5;Fabricação de laticínios;Barretos;     3
5;Fabricação de laticínios;Bauru;     1
5;Fabricação de laticínios;Campinas;     7
5;Fabricação de laticínios;Franca;     0
5;Fabricação de laticínios;Itapeva;    -6
5;Fabricação de laticínios;Marília;     3
5;Fabricação de laticínios;Presidente Prudente;   -17
5;Fabricação de laticínios;Região Administrativa Central;    -6
5;Fabricação de laticínios;Registro;     1
5;Fabricação de laticínios;Ribeirão Preto;     0
5;Fabricação de laticínios;São José do Rio Preto;     3
5;Fabricação de laticínios;São José dos Campos;    -2
5;Fabricação de laticínios;São Paulo;    -8
5;Fabricação de laticínios;Sorocaba;    -4
5;Fabricação de linhas para costurar e bordar;Campinas;   -10
5;Fabricação de linhas para costurar e bordar;Franca;     1
5;Fabricação de linhas para costurar e bordar;São Paulo;    -3
5;Fabricação de linhas para costurar e bordar;Sorocaba;    -6
5;Fabricação de locomotivas, vagões e outros materiais rodantes;Campinas;     4
5;Fabricação de locomotivas, vagões e outros materiais rodantes;Região Administrativa Central;    -3
5;Fabricação de locomotivas, vagões e outros materiais rodantes;São Paulo;    -1
5;Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada;Araçatuba;    -4
5;Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada;Bauru;    -6
5;Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada;Campinas;     2
5;Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada;São Paulo;     3
5;Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada;Sorocaba;    -4
5;Fabricação de malte, cervejas e chopes;Campinas;    -5
5;Fabricação de malte, cervejas e chopes;Franca;     1
5;Fabricação de malte, cervejas e chopes;Marília;    -7
5;Fabricação de malte, cervejas e chopes;Região Administrativa Central;    -2
5;Fabricação de malte, cervejas e chopes;São José dos Campos;    -1
5;Fabricação de malte, cervejas e chopes;São Paulo;    -5
5;Fabricação de malte, cervejas e chopes;Sorocaba;  -136
5;Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial;Araçatuba;     2
5;Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial;Bauru;    -3
5;Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial;Campinas;   -32
5;Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial;Franca;     1
5;Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial;Marília;    -5
5;Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial;Região Administrativa Central;    -1
5;Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial;Ribeirão Preto;    -2
5;Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial;São José do Rio Preto;    -2
5;Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial;São José dos Campos;    -9
5;Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial;São Paulo;   -61
5;Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial;Sorocaba;  -120
5;Fabricação de máquinas e equipamentos de uso geral não especificados anteriormente;Araçatuba;     2
5;Fabricação de máquinas e equipamentos de uso geral não especificados anteriormente;Barretos;     0
5;Fabricação de máquinas e equipamentos de uso geral não especificados anteriormente;Bauru;    -2
5;Fabricação de máquinas e equipamentos de uso geral não especificados anteriormente;Campinas;  -134
5;Fabricação de máquinas e equipamentos de uso geral não especificados anteriormente;Itapeva;     1
5;Fabricação de máquinas e equipamentos de uso geral não especificados anteriormente;Marília;    -3
5;Fabricação de máquinas e equipamentos de uso geral não especificados anteriormente;Região Administrativa Central;   -16
5;Fabricação de máquinas e equipamentos de uso geral não especificados anteriormente;Ribeirão Preto;   -37
5;Fabricação de máquinas e equipamentos de uso geral não especificados anteriormente;São José do Rio Preto;   -13
5;Fabricação de máquinas e equipamentos de uso geral não especificados anteriormente;São José dos Campos;    -9
5;Fabricação de máquinas e equipamentos de uso geral não especificados anteriormente;São Paulo;  -171
5;Fabricação de máquinas e equipamentos de uso geral não especificados anteriormente;Sorocaba;   -43
5;Fabricação de máquinas e equipamentos para a agricultura e pecuária, exceto para irrigação;Araçatuba;     8
5;Fabricação de máquinas e equipamentos para a agricultura e pecuária, exceto para irrigação;Barretos;    -3
5;Fabricação de máquinas e equipamentos para a agricultura e pecuária, exceto para irrigação;Bauru;   -14
5;Fabricação de máquinas e equipamentos para a agricultura e pecuária, exceto para irrigação;Campinas;   -87
5;Fabricação de máquinas e equipamentos para a agricultura e pecuária, exceto para irrigação;Franca;    -4
5;Fabricação de máquinas e equipamentos para a agricultura e pecuária, exceto para irrigação;Marília;    37
5;Fabricação de máquinas e equipamentos para a agricultura e pecuária, exceto para irrigação;Presidente Prudente;    -1
5;Fabricação de máquinas e equipamentos para a agricultura e pecuária, exceto para irrigação;Região Administrativa Central;   -29
5;Fabricação de máquinas e equipamentos para a agricultura e pecuária, exceto para irrigação;Ribeirão Preto;   -25
5;Fabricação de máquinas e equipamentos para a agricultura e pecuária, exceto para irrigação;São José do Rio Preto;     8
5;Fabricação de máquinas e equipamentos para a agricultura e pecuária, exceto para irrigação;São José dos Campos;    -1
5;Fabricação de máquinas e equipamentos para a agricultura e pecuária, exceto para irrigação;São Paulo;     0
5;Fabricação de máquinas e equipamentos para a agricultura e pecuária, exceto para irrigação;Sorocaba;     1
5;Fabricação de máquinas e equipamentos para a indústria do plástico;Araçatuba;     2
5;Fabricação de máquinas e equipamentos para a indústria do plástico;Bauru;    -2
5;Fabricação de máquinas e equipamentos para a indústria do plástico;Campinas;     0
5;Fabricação de máquinas e equipamentos para a indústria do plástico;Marília;     0
